,COUNTY,COUNTY_L,FIPS,NAME,NAME_L,ST,STATE,STCOUNTYFP,STATE_L,ZCTA,ZIP
37877,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06152,06152
37878,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06147,06147
37879,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06146,06146
37880,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06145,06145
37881,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06144,06144
37882,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06143,06143
37883,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06142,06142
37884,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06141,06141
37885,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06138,06138
37886,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06137,06137
37887,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06134,06134
37888,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06133,06133
37889,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06132,06132
37890,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06131,06131
37891,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06129,06129
37892,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06128,06128
37893,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06127,06127
37894,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06126,06126
37895,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06123,06123
37896,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06120,06120
37897,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06119,06119
37898,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06118,06118
37899,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06117,06117
37900,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06115,06115
37901,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06114,06114
37902,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06112,06112
37903,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06111,06111
37904,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06110,06110
37905,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06109,06109
37906,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06108,06108
37907,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06107,06107
37908,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06106,06106
37909,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06105,06105
37910,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06103,06103
37911,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06102,06102
37912,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06101,06101
37913,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06098,06098
37914,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06096,06096
37915,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06095,06095
37916,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06093,06093
37917,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06092,06092
37918,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06091,06091
37919,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06090,06090
37920,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06089,06089
37921,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06088,06088
37922,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06085,06085
37923,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06084,06084
37924,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06083,06083
37925,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06082,06082
37926,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06081,06081
37927,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06080,06080
37928,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06079,06079
37929,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06078,06078
37930,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06077,06077
37931,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06076,06076
37932,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06075,06075
37933,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06074,06074
37934,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06073,06073
37935,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06072,06072
37936,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06071,06071
37937,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06070,06070
37938,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06069,06069
37939,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06068,06068
37940,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06067,06067
37941,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06066,06066
37942,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06065,06065
37943,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06064,06064
37944,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06063,06063
37945,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06062,06062
37946,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06061,06061
37947,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06060,06060
37948,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06059,06059
37949,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06058,06058
37950,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06057,06057
37951,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06053,06053
37952,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06052,06052
37953,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06051,06051
37954,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06050,06050
37955,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06045,06045
37956,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06043,06043
37957,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06042,06042
37958,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06041,06041
37959,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06040,06040
37960,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06039,06039
37961,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06037,06037
37962,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06035,06035
37963,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06034,06034
37964,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06033,06033
37965,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06032,06032
37966,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06031,06031
37967,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06030,06030
37968,TOLLAND COUNTY,Tolland County,FIPS09013,TOLLAND,Tolland,CT,CONNECTICUT,09013,Connecticut,ZCTA06029,06029
37969,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06028,06028
37970,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06027,06027
37971,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06026,06026
37972,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06025,06025
37973,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06024,06024
37974,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06023,06023
37975,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06022,06022
37976,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06021,06021
37977,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06020,06020
37978,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06019,06019
37979,LITCHFIELD COUNTY,Litchfield County,FIPS09005,LITCHFIELD,Litchfield,CT,CONNECTICUT,09005,Connecticut,ZCTA06018,06018
37980,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06016,06016
37981,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06013,06013
37982,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06011,06011
37983,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06010,06010
37984,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06006,06006
37985,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06002,06002
37986,HARTFORD COUNTY,Hartford County,FIPS09003,HARTFORD,Hartford,CT,CONNECTICUT,09003,Connecticut,ZCTA06001,06001
37987,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05907,05907
37988,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05906,05906
37989,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05905,05905
37990,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05904,05904
37991,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05903,05903
37992,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05902,05902
37993,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05901,05901
37994,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05875,05875
37995,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05874,05874
37996,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05873,05873
37997,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05872,05872
37998,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05871,05871
37999,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05868,05868
38000,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05867,05867
38001,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05866,05866
38002,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05863,05863
38003,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05862,05862
38004,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05861,05861
38005,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05860,05860
38006,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05859,05859
38007,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05858,05858
38008,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05857,05857
38009,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05855,05855
38010,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05853,05853
38011,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05851,05851
38012,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05850,05850
38013,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05849,05849
38014,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05848,05848
38015,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05847,05847
38016,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05846,05846
38017,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05845,05845
38018,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05843,05843
38019,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05842,05842
38020,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05841,05841
38021,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05840,05840
38022,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05839,05839
38023,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05838,05838
38024,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05837,05837
38025,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05836,05836
38026,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05833,05833
38027,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05832,05832
38028,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05830,05830
38029,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05829,05829
38030,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05828,05828
38031,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05827,05827
38032,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05826,05826
38033,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05825,05825
38034,ESSEX COUNTY,Essex County,FIPS50009,ESSEX,Essex,VT,VERMONT,50009,Vermont,ZCTA05824,05824
38035,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05823,05823
38036,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05822,05822
38037,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05821,05821
38038,ORLEANS COUNTY,Orleans County,FIPS50019,ORLEANS,Orleans,VT,VERMONT,50019,Vermont,ZCTA05820,05820
38039,CALEDONIA COUNTY,Caledonia County,FIPS50005,CALEDONIA,Caledonia,VT,VERMONT,50005,Vermont,ZCTA05819,05819
38040,ADDISON COUNTY,Addison County,FIPS50001,ADDISON,Addison,VT,VERMONT,50001,Vermont,ZCTA05778,05778
38041,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05777,05777
38042,BENNINGTON COUNTY,Bennington County,FIPS50003,BENNINGTON,Bennington,VT,VERMONT,50003,Vermont,ZCTA05776,05776
38043,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05775,05775
38044,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05774,05774
38045,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05773,05773
38046,WINDSOR COUNTY,Windsor County,FIPS50027,WINDSOR,Windsor,VT,VERMONT,50027,Vermont,ZCTA05772,05772
38047,ADDISON COUNTY,Addison County,FIPS50001,ADDISON,Addison,VT,VERMONT,50001,Vermont,ZCTA05770,05770
38048,ADDISON COUNTY,Addison County,FIPS50001,ADDISON,Addison,VT,VERMONT,50001,Vermont,ZCTA05769,05769
38049,BENNINGTON COUNTY,Bennington County,FIPS50003,BENNINGTON,Bennington,VT,VERMONT,50003,Vermont,ZCTA05768,05768
38050,WINDSOR COUNTY,Windsor County,FIPS50027,WINDSOR,Windsor,VT,VERMONT,50027,Vermont,ZCTA05767,05767
38051,ADDISON COUNTY,Addison County,FIPS50001,ADDISON,Addison,VT,VERMONT,50001,Vermont,ZCTA05766,05766
38052,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05765,05765
38053,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05764,05764
38054,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05763,05763
38055,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05762,05762
38056,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05761,05761
38057,ADDISON COUNTY,Addison County,FIPS50001,ADDISON,Addison,VT,VERMONT,50001,Vermont,ZCTA05760,05760
38058,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05759,05759
38059,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05758,05758
38060,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05757,05757
38061,ADDISON COUNTY,Addison County,FIPS50001,ADDISON,Addison,VT,VERMONT,50001,Vermont,ZCTA05753,05753
38062,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05751,05751
38063,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05750,05750
38064,ADDISON COUNTY,Addison County,FIPS50001,ADDISON,Addison,VT,VERMONT,50001,Vermont,ZCTA05748,05748
38065,ADDISON COUNTY,Addison County,FIPS50001,ADDISON,Addison,VT,VERMONT,50001,Vermont,ZCTA05747,05747
38066,WINDSOR COUNTY,Windsor County,FIPS50027,WINDSOR,Windsor,VT,VERMONT,50027,Vermont,ZCTA05746,05746
38067,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05745,05745
38068,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05744,05744
38069,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05743,05743
38070,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05742,05742
38071,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05741,05741
38072,ADDISON COUNTY,Addison County,FIPS50001,ADDISON,Addison,VT,VERMONT,50001,Vermont,ZCTA05740,05740
38073,RUTLAND COUNTY,Rutland County,FIPS50021,RUTLAND,Rutland,VT,VERMONT,50021,Vermont,ZCTA05739,05739
